time,type,symbol,direction,entry_price,exit_price,amount,pnl,pnl_percent,reason
24/02 15:43,VENTE (TAKE PROFIT [TARGET]),FLOWUSDT,LONG,0.034627305,0.03480259,11.31,0.06,0.51,TAKE PROFIT [TARGET]
